11/14/2013 1:09:00 PM	36	[34.42, 47.89, 9.44, 12.75, 1018.22, 13.61, 19.11]	[1527.74306, 446.15432, 106.24691, 0.57639, 0.39506, 3.45988, 6.65432]
11/14/2013 2:09:00 PM	36	[35.39, 48.5, 9.61, 13.83, 1018.03, 12.28, 17.75]	[532.34877, 390.25, 64.90432, 0.47222, 0.13812, 1.75617, 0.85417]
11/14/2013 3:08:00 PM	36	[39.36, 51.14, 10.28, 14.0, 1017.0, 12.0, 18.0]	[628.84182, 350.56404, 54.25617, 0.0, 0.0, 0.0, 0.0]
11/14/2013 4:09:00 PM	36	[44.11, 56.78, 12.44, 14.0, 1017.0, 11.06, 19.89]	[580.20988, 251.56173, 63.41358, 0.0, 0.0, 0.05247, 0.20988]
11/14/2013 5:09:00 PM	36	[50.42, 60.78, 16.39, 14.0, 1017.0, 11.03, 18.58]	[657.07639, 266.45062, 119.1821, 0.0, 0.0, 0.02701, 7.63194]
11/14/2013 6:10:00 PM	36	[66.28, 71.03, 24.53, 13.03, 1017.0, 11.97, 9.11]	[819.03395, 241.08256, 180.69367, 0.02701, 0.0, 0.02701, 0.4321]
11/14/2013 7:09:00 PM	36	[78.06, 79.56, 34.11, 12.06, 1017.94, 17.67, 7.22]	[788.99691, 269.08025, 230.59877, 0.05247, 0.05247, 1.88889, 0.39506]
11/14/2013 8:08:00 PM	36	[98.25, 93.78, 40.25, 11.06, 1018.0, 20.83, 7.11]	[1315.79861, 718.2284, 228.35417, 0.05247, 0.0, 0.47222, 0.20988]
11/14/2013 9:08:00 PM	36	[116.11, 97.36, 40.81, 7.39, 1018.0, 29.44, 2.0]	[2065.59877, 612.56404, 229.15664, 0.23765, 0.0, 3.80247, 0.0]
11/14/2013 10:09:00 PM	36	[116.92, 93.64, 38.56, 6.25, 1018.06, 30.56, 2.11]	[2056.46528, 521.00849, 206.02469, 0.57639, 0.05247, 2.24691, 0.20988]
11/14/2013 11:09:00 PM	36	[114.39, 92.11, 35.47, 9.86, 1019.0, 24.19, 4.0]	[1981.79321, 601.98765, 153.9159, 0.23071, 0.0, 0.48997, 0.0]
11/15/2013 12:12:00 AM	36	[113.19, 93.61, 33.58, 8.94, 1019.0, 25.11, 4.0]	[2195.71219, 984.62654, 152.02083, 0.05247, 0.0, 0.20988, 0.0]
11/15/2013 1:08:00 AM	36	[112.69, 93.44, 33.44, 2.39, 1019.0, 54.11, 3.94]	[2331.10108, 979.24691, 152.58025, 2.23765, 0.0, 48.26543, 0.10802]
11/15/2013 2:08:00 AM	36	[113.89, 91.89, 33.14, 2.19, 1019.0, 55.14, 2.11]	[2665.54321, 961.76543, 158.67515, 1.3233, 0.0, 25.95293, 0.20988]
11/15/2013 3:09:00 AM	36	[113.31, 93.36, 33.58, 0.06, 1019.0, 63.78, 2.0]	[2663.76775, 946.78627, 174.57639, 0.10802, 0.0, 1.7284, 0.0]
11/15/2013 5:08:00 AM	36	[119.94, 94.78, 27.81, -1.03, 1019.0, 69.17, 2.0]	[3484.27469, 1168.7284, 250.65664, 0.19367, 0.0, 4.30556, 0.0]
11/15/2013 6:08:00 AM	36	[118.19, 92.83, 33.06, -2.0, 1019.0, 74.0, 3.94]	[3453.60108, 1071.91667, 202.21914, 0.0, 0.0, 0.0, 0.10802]
11/15/2013 7:09:00 AM	36	[121.97, 95.28, 34.14, -1.19, 1018.83, 74.81, 2.39]	[4036.47145, 1129.25617, 223.39738, 0.15664, 0.13889, 0.15664, 0.62654]
11/15/2013 9:09:00 AM	36	[138.17, 111.17, 37.94, -0.11, 1019.0, 69.67, 3.78]	[5448.91667, 1372.91667, 374.27469, 0.09877, 0.0, 3.55556, 0.39506]
11/15/2013 10:09:00 AM	36	[143.53, 121.58, 42.22, 5.47, 1019.0, 51.47, 2.0]	[4252.4159, 1405.52083, 429.11728, 2.4159, 0.0, 49.4159, 0.0]
11/15/2013 11:15:00 AM	36	[146.97, 118.72, 45.92, 9.22, 1019.0, 30.83, 3.89]	[3535.24923, 1160.08951, 417.29861, 1.39506, 0.0, 26.47222, 0.20988]
11/15/2013 12:10:00 PM	36	[126.75, 104.81, 40.17, 11.14, 1018.81, 24.56, 2.5]	[2387.40972, 652.60108, 257.41667, 0.23071, 0.15664, 10.58025, 0.75]
11/15/2013 1:08:00 PM	36	[108.67, 97.94, 35.69, 13.31, 1017.06, 17.5, 2.72]	[1170.05556, 312.27469, 311.98997, 0.37886, 0.10802, 2.97222, 0.92284]
11/15/2013 2:09:00 PM	36	[104.22, 98.11, 33.42, 15.75, 1016.06, 13.53, 4.19]	[967.39506, 162.48765, 285.40972, 0.85417, 0.3858, 4.9159, 0.8233]
11/15/2013 3:09:00 PM	36	[106.61, 103.97, 35.56, 16.0, 1014.03, 13.0, 4.64]	[828.84877, 193.80478, 433.08025, 0.0, 0.02701, 0.0, 2.6196]
11/15/2013 4:09:00 PM	36	[116.69, 109.97, 35.64, 16.0, 1014.89, 13.0, 10.64]	[1290.48997, 289.63812, 426.23071, 0.0, 0.09877, 0.0, 1.56404]
11/15/2013 5:09:00 PM	36	[105.86, 105.89, 33.58, 15.03, 1014.97, 14.94, 9.17]	[601.84182, 223.4321, 202.07639, 0.02701, 0.02701, 0.10802, 0.30556]
11/15/2013 6:09:00 PM	36	[110.5, 108.42, 39.94, 13.83, 1015.0, 16.17, 9.0]	[530.47222, 218.57639, 156.3858, 0.19444, 0.0, 0.19444, 0.0]
11/15/2013 7:11:00 PM	36	[122.75, 119.06, 46.92, 12.97, 1015.0, 17.03, 7.06]	[536.63194, 301.60802, 205.96528, 0.19367, 0.0, 0.19367, 0.10802]
11/15/2013 8:09:00 PM	36	[144.33, 127.97, 50.08, 12.08, 1015.0, 17.92, 7.06]	[864.44444, 395.74923, 200.85417, 0.24306, 0.0, 0.24306, 0.10802]
11/15/2013 9:09:00 PM	36	[160.86, 134.75, 50.22, 6.97, 1015.0, 31.81, 2.28]	[1530.78627, 1140.29861, 209.00617, 1.69367, 0.0, 16.37886, 1.31173]
11/15/2013 10:09:00 PM	36	[175.97, 137.64, 48.19, 5.56, 1015.31, 40.25, 2.14]	[2767.63812, 1046.50849, 192.26775, 2.02469, 0.21219, 21.6875, 0.67515]
11/15/2013 11:10:00 PM	36	[178.47, 140.58, 47.47, 5.08, 1015.86, 44.25, 2.36]	[3016.69367, 2830.40972, 203.86034, 1.46528, 0.1196, 19.6875, 1.00849]
11/16/2013 12:09:00 AM	36	[185.97, 139.53, 46.67, 3.25, 1015.0, 47.39, 2.14]	[4064.9159, 2155.36034, 217.61111, 2.1875, 0.0, 25.51543, 0.67515]
11/16/2013 1:09:00 AM	36	[186.5, 137.31, 46.64, 4.17, 1015.0, 48.19, 2.33]	[3746.69444, 2098.8233, 202.56404, 1.80556, 0.0, 26.3233, 1.94444]
11/16/2013 2:09:00 AM	36	[185.33, 132.36, 44.69, 3.28, 1014.11, 50.97, 4.31]	[3765.16667, 1360.23071, 182.15664, 2.20062, 0.09877, 31.30478, 1.65664]
11/16/2013 3:15:00 AM	36	[179.22, 131.31, 38.08, 3.0, 1014.0, 56.0, 2.44]	[3584.67284, 2120.87886, 207.29861, 0.0, 0.0, 0.0, 0.69136]
11/16/2013 4:08:00 AM	36	[174.56, 134.28, 41.53, 3.19, 1014.0, 55.22, 2.0]	[3365.24691, 1320.70062, 239.74923, 0.15664, 0.0, 2.50617, 0.0]
11/16/2013 5:08:00 AM	36	[166.11, 140.31, 33.58, 6.97, 1014.06, 36.97, 4.11]	[3187.59877, 1010.87886, 296.96528, 0.30478, 0.05247, 9.80478, 0.59877]
11/16/2013 6:08:00 AM	36	[120.22, 142.06, 17.61, 8.0, 1014.08, 31.75, 7.0]	[1907.06173, 1177.49691, 205.45988, 0.0, 0.07639, 0.6875, 0.0]
11/16/2013 7:09:00 AM	36	[82.17, 111.97, 11.11, 10.03, 1015.03, 25.94, 21.83]	[827.97222, 1378.24923, 101.4321, 0.02701, 0.08256, 0.10802, 0.30556]
11/16/2013 8:09:00 AM	36	[62.42, 93.83, 8.56, 10.0, 1016.0, 24.11, 21.89]	[297.96528, 800.47222, 32.19136, 0.0, 0.0, 0.20988, 0.20988]
11/16/2013 9:09:00 AM	36	[43.5, 66.33, 8.89, 9.44, 1016.97, 24.56, 20.06]	[258.19444, 518.27778, 24.26543, 0.24691, 0.02701, 0.24691, 0.10802]
11/16/2013 10:10:00 AM	36	[28.39, 50.89, 8.39, 10.08, 1017.94, 23.75, 22.25]	[166.73765, 212.59877, 24.6821, 0.07639, 0.10802, 0.6875, 0.6875]
11/16/2013 2:09:00 PM	36	[12.25, 43.22, 4.28, 12.03, 1018.0, 13.03, 30.83]	[43.24306, 436.2284, 8.86728, 0.02701, 0.0, 0.02701, 0.52778]
11/16/2013 6:09:00 PM	36	[10.11, 35.42, 5.97, 8.06, 1021.94, 17.94, 27.0]	[58.98765, 179.13194, 15.52701, 0.05247, 0.05247, 0.05247, 0.0]
11/16/2013 7:13:00 PM	36	[11.47, 29.64, 7.69, 8.0, 1022.94, 18.11, 27.0]	[15.63812, 148.6196, 21.15664, 0.0, 0.05247, 0.20988, 0.0]
11/16/2013 9:09:00 PM	36	[10.97, 14.75, 8.47, 6.81, 1024.97, 20.19, 21.36]	[28.74923, 45.63194, 18.74923, 0.15664, 0.02701, 0.15664, 3.39738]
11/16/2013 11:09:00 PM	36	[12.75, 14.31, 12.81, 6.0, 1024.89, 21.0, 13.0]	[47.85417, 120.87886, 47.8233, 0.0, 0.09877, 0.0, 0.0]
11/17/2013 12:09:00 AM	36	[15.22, 16.33, 15.53, 5.94, 1024.0, 23.0, 10.83]	[88.11728, 188.88889, 58.9159, 0.05247, 0.0, 0.16667, 0.97222]
11/17/2013 1:09:00 AM	36	[20.0, 19.94, 17.39, 3.22, 1024.0, 27.56, 4.33]	[152.44444, 219.33025, 56.29321, 0.39506, 0.0, 1.58025, 0.88889]
11/17/2013 2:09:00 AM	36	[21.53, 19.89, 18.39, 1.97, 1023.08, 34.75, 2.17]	[166.86034, 209.20988, 66.12654, 0.02701, 0.07639, 3.02083, 0.30556]
11/17/2013 7:09:00 AM	36	[28.31, 28.53, 19.28, 0.64, 1022.92, 45.83, 8.31]	[446.8233, 554.74923, 86.14506, 0.84182, 0.07639, 30.47222, 3.8233]
11/17/2013 8:09:00 AM	36	[28.81, 27.42, 17.47, -1.03, 1023.89, 47.47, 6.86]	[597.60108, 547.90972, 84.4159, 0.02701, 0.15432, 7.80478, 0.67515]
11/17/2013 9:09:00 AM	36	[24.17, 24.83, 15.28, 1.83, 1024.92, 38.0, 4.0]	[561.41667, 501.63889, 66.58951, 0.30556, 0.07639, 0.0, 0.0]
11/17/2013 10:10:00 AM	36	[28.36, 27.5, 12.61, 6.17, 1025.0, 23.97, 7.47]	[1221.23071, 732.19444, 74.90432, 0.69444, 0.0, 10.58256, 1.13812]
11/17/2013 11:09:00 AM	36	[22.11, 20.06, 8.19, 8.75, 1025.0, 16.42, 7.0]	[1121.37654, 304.71914, 40.15664, 0.52083, 0.0, 2.40972, 0.0]
11/17/2013 12:09:00 PM	36	[14.0, 14.39, 6.22, 8.94, 1025.0, 12.11, 15.83]	[298.16667, 99.23765, 33.61728, 0.10802, 0.0, 1.59877, 5.13889]
11/17/2013 1:09:00 PM	36	[9.03, 13.39, 5.08, 9.89, 1024.03, 11.19, 24.36]	[16.69367, 62.45988, 17.79861, 0.26543, 0.08256, 1.3233, 10.06404]
11/17/2013 2:09:00 PM	36	[10.03, 16.11, 4.67, 9.11, 1023.03, 10.11, 28.53]	[26.4159, 102.20988, 13.27778, 0.09877, 0.02701, 0.09877, 2.69367]
11/17/2013 3:09:00 PM	36	[10.36, 25.28, 4.39, 10.0, 1023.0, 10.03, 21.94]	[22.00849, 274.86728, 11.45988, 0.0, 0.0, 0.02701, 0.10802]
11/17/2013 6:09:00 PM	36	[10.22, 32.64, 5.56, 7.89, 1024.14, 12.14, 22.67]	[21.17284, 287.95293, 12.19136, 0.20988, 0.17515, 0.17515, 4.27778]
11/17/2013 8:10:00 PM	36	[12.67, 21.97, 8.89, 6.0, 1026.0, 14.06, 15.94]	[31.94444, 76.86034, 38.98765, 0.0, 0.0, 0.05247, 0.71914]
11/17/2013 9:09:00 PM	36	[12.53, 19.44, 9.58, 5.03, 1026.97, 15.97, 11.06]	[25.74923, 81.96914, 44.35417, 0.02701, 0.02701, 0.02701, 0.10802]
11/17/2013 10:09:00 PM	36	[12.14, 17.56, 10.92, 3.42, 1027.0, 19.53, 9.78]	[42.34182, 80.91358, 66.1875, 0.29861, 0.0, 0.58256, 0.95062]
11/18/2013 12:09:00 AM	36	[14.83, 16.33, 12.81, 3.94, 1027.0, 24.11, 8.94]	[86.69444, 137.16667, 66.3233, 0.10802, 0.0, 0.4321, 0.10802]
11/18/2013 1:09:00 AM	36	[15.92, 17.75, 13.97, 2.97, 1027.0, 27.89, 10.72]	[92.85417, 166.1875, 76.69367, 0.08256, 0.0, 0.4321, 0.92284]
11/18/2013 2:09:00 AM	36	[17.17, 20.06, 15.42, 2.03, 1027.0, 28.0, 4.28]	[87.08333, 236.55247, 77.29861, 0.02701, 0.0, 0.0, 1.53395]
11/18/2013 3:09:00 AM	36	[17.19, 18.42, 15.28, 2.0, 1027.0, 29.94, 8.58]	[126.65664, 180.63194, 73.70062, 0.0, 0.0, 0.10802, 1.90972]
